192.168.56.1 - - [23/Dec/2014:17:41:15 +0600] "GET /studio/ HTTP/1.1" 200 4173
192.168.56.1 - - [23/Dec/2014:17:41:25 +0600] "GET /studio/Studio.jnlp?user.country=&user.language=&com.escenic.sso.enabled=false&com.escenic.sso.provider=Google HTTP/1.1" 200 8843
192.168.56.1 - - [23/Dec/2014:17:41:30 +0600] "GET /studio/Studio.jnlp?user.country=&user.language=&com.escenic.sso.enabled=false&com.escenic.sso.provider=Google HTTP/1.1" 200 8843
192.168.56.1 - - [23/Dec/2014:17:41:30 +0600] "GET /studio/Studio.jnlp?user.country=&user.language=&com.escenic.sso.enabled=false&com.escenic.sso.provider=Google HTTP/1.1" 200 8843
192.168.56.1 - - [23/Dec/2014:17:41:30 +0600] "GET /studio/plugin/geocode.jnlp HTTP/1.1" 200 1064
192.168.56.1 - - [23/Dec/2014:17:41:30 +0600] "GET /studio/plugin/geocode.jnlp HTTP/1.1" 200 1064
192.168.56.1 - - [23/Dec/2014:17:41:30 +0600] "GET /studio/images/splash_screen.png HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:30 +0600] "GET /studio/studio/studio-webstart-bootstrap-5.7.31.160659.jar.pack.gz HTTP/1.1" 404 1081
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/studio-webstart-bootstrap-5.7.31.160659.jar HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/abdera-parser-1.1.2.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/abdera-core-1.1.2.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/activation-1.1.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/abdera-i18n-1.1.2.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/asm-3.1.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/apache-mime4j-core-0.7.2.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/aspectjrt-1.6.11.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/axiom-impl-1.2.10.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/apache-mime4j-dom-0.7.2.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/bcmail-jdk15-1.45.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/axiom-api-1.2.10.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/bsaf-1.9.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/backport-util-concurrent-3.1.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/canvas-element-1.4.5063.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/client-api-1.7.31.160659.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/boilerpipe-1.1.0.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/common-image-3.0-ece-4.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/common-io-3.0-ece-4.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/common-lang-3.0-ece-4.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/client-core-1.7.31.160659.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/common-nursery-1.9.31.160659.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/common-vdf-1.9.31.160659.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/cglib-nodep-2.2.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/commons-codec-1.5.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/commons-beanutils-1.8.3.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/commons-compress-1.4.1.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/commons-collections-3.2.1.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:31 +0600] "GET /studio/studio/lib/commons-httpclient-3.1.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:32 +0600] "GET /studio/studio/lib/commons-io-2.1.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:32 +0600] "GET /studio/studio/lib/commons-logging-1.1.1.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:32 +0600] "GET /studio/studio/lib/commons-lang-2.6.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:32 +0600] "GET /studio/studio/lib/commons-pool-1.5.6.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:32 +0600] "GET /studio/studio/lib/common-util-1.9.31.160659.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:32 +0600] "GET /studio/studio/lib/ehcache-1.5.0.jar.pack.gz HTTP/1.1" 304 -
192.168.56.1 - - [23/Dec/2014:17:41:32 +0600] "GET /studio/studio/lib/dom4j-1.6.1.jar.pack.gz HTTP/1.1" 304 -
